Game Version,Name,Name_PWHL,PlayerID,Image,Team,Logo,Number,Position,Height,Weight,Age,Shoots,Player Type,Potential,Line Position,Overall,Deking,Hand-Eye,Passing,Puck Control,Def. Awareness,Faceoffs,Shot Blocking,Stick Checking,Discipline,Off. Awareness,Poise,Acceleration,Agility,Balance,Endurance,Speed,Slap Shot Accuracy,Slap Shot Power,Wrist Shot Accuracy,Wrist Shot Power,Aggressiveness,Body Checking,Durability,Fighting Skill,Strength
NHL 24,Yuwei Tian,Yuwei Tian,,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/default_image.png,China,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/china.png,12,LD,"5'8""",143 Lbs,19,Left,Defensive Defenseman,AT2D,3RD,57,75,74,72,74,68,50,67,69,79,67,76,75,76,80,80,75,75,75,76,76,70,74,83,50,
NHL 24,Baiwei Yu,Baiwei Yu,,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/default_image.png,China,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/china.png,2,RD,"5'9""",148 Lbs,35,Right,2 Way Defender,A7D,1RD,57,68,67,69,67,68,50,67,67,76,69,75,75,78,79,79,80,78,79,76,79,80,70,79,50,71
NHL 24,Qinan Zhao,Qinan Zhao,,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/default_image.png,China,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/china.png,13,LD,"5'7""",132 Lbs,25,Left,2 Way Defender,T6D,SD,53,72,78,70,70,62,70,68,72,79,68,70,74,74,78,77,74,72,71,70,73,75,70,79,50,74
NHL 24,Siyang Liu,Siyang Liu,,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/default_image.png,China,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/china.png,21,RD,"5'8""",120 Lbs,27,Right,2 Way Defender,AT4D,2RD,56,72,70,74,70,65,50,70,75,80,65,78,75,74,78,80,78,74,76,71,78,79,70,78,50,74
NHL 24,Qianhua Li,Qianhua Li,,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/default_image.png,China,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/china.png,66,LD,"5'6""",123 Lbs,21,Left,Defensive Defenseman,AT2D,1LD,60,76,74,75,70,70,50,72,76,76,68,75,75,78,81,82,78,78,74,74,77,76,65,78,50,75
NHL 24,Zhixin Liu,Zhixin Liu,,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/default_image.png,China,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/china.png,93,LD,"5'10""",176 Lbs,30,Left,Defensive Defenseman,A7D,2LD,54,72,71,73,68,67,50,68,69,75,60,70,75,75,68,73,78,65,75,62,72,78,74,79,50,70
NHL 24,Michaela Pejzlová,Michaela Pejzlová,,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/default_image.png,Czech,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/czech.png,18,C,"5'7""",146 Lbs,26,Left,2 Way Forward,T6F,2C,76,81,81,84,82,83,78,80,80,84,82,85,82,84,85,82,80,79,77,79,76,82,81,85,50,82
NHL 24,Tereza Plosova,Tereza Plosova,,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/default_image.png,Czech,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/czech.png,22,LW,"5'8""",143 Lbs,17,Left,Sniper,T6F,3LW,75,86,86,84,85,75,78,77,72,79,83,80,85,87,84,81,85,82,82,85,80,87,80,85,50,78
NHL 24,Tereza Vanisova,Tereza Vanišová,161,https://assets.leaguestat.com/pwhl/240x240/161.jpg,Czech,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/czech.png,21,LW/C,"5'9""",141 Lbs,27,Left,Sniper,T6F,4LW,80,88,86,84,86,84,87,80,76,75,85,89,88,87,87,83,85,83,79,83,79,89,86,84,50,83
NHL 24,Klara Hýmlarová,Klara Hýmlarová,190,https://assets.leaguestat.com/pwhl/240x240/190.jpg,Czech,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/czech.png,12,LW/RW,"5'6""",148 Lbs,24,Left,2 Way Forward,T6F,3RW,77,84,83,84,81,79,75,80,83,85,83,86,86,86,84,85,86,83,79,80,77,88,83,85,50,84
NHL 24,Anna Kalová,Anna Kalová,,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/default_image.png,Czech,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/czech.png,23,LW,"5'7""",154 Lbs,30,Left,2 Way Forward,B6F,1RW,72,78,78,79,80,78,70,76,78,75,80,79,81,82,80,79,84,78,80,80,81,80,80,80,50,81
NHL 24,Noemi Neubauerová,Noemi Neubauerová,214,https://assets.leaguestat.com/pwhl/240x240/214.jpg,Czech,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/czech.png,21,RW/C,"5'8""",162 Lbs,23,Right,2 Way Forward,T6F,2RW,79,86,86,86,88,82,75,81,85,85,83,84,87,87,81,87,86,79,78,83,79,88,84,87,50,85
NHL 24,Vendula Přibylová,Vendula Přibylová,,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/default_image.png,Czech,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/czech.png,26,LW,"5'7""",172 Lbs,27,Left,2 Way Forward,T6F,2LW,76,85,85,82,82,81,79,80,81,86,80,83,84,85,86,86,86,82,80,79,80,84,84,85,50,85
NHL 24,Denisa Křížová,Denisa Křížová,104,https://assets.leaguestat.com/pwhl/240x240/104.jpg,Czech,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/czech.png,10,LW/C,"5'6""",160 Lbs,28,Left,2 Way Forward,T6F,1LW,77,83,84,83,82,80,70,81,81,84,84,85,85,86,86,84,88,82,79,81,75,84,83,85,50,82
NHL 24,Tereza Pisteova,Tereza Pisteova,,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/default_image.png,Czech,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/czech.png,8,LW,"5'7""",132 Lbs,18,Left,2 Way Forward,T6F,3C,72,80,81,78,81,78,75,78,78,79,80,81,80,84,78,82,79,79,80,77,77,84,81,86,50,81
NHL 24,Kateřina Mrázová,Kateřina Mrázová,88,https://assets.leaguestat.com/pwhl/240x240/88.jpg,Czech,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/czech.png,16,C,"5'6""",141 Lbs,30,Left,Playmaker,T6F,1C,82,86,87,89,86,85,83,83,82,83,85,88,87,86,87,89,86,83,79,85,79,85,86,87,50,86
NHL 24,Karolína Kosinová,Karolína Kosinová,,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/default_image.png,Czech,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/czech.png,17,LD/RD,"5'7""",161 Lbs,25,Left,Offensive Defenseman,T6D,2RD,73,80,81,82,82,82,77,80,78,82,77,80,82,83,82,83,80,78,77,76,75,77,78,83,50,78
NHL 24,Anežka Cabelová,Anežka Cabelová,,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/default_image.png,Czech,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/czech.png,5,LW,"5'8""",132 Lbs,17,Left,2 Way Forward,B6F,SLW,70,78,76,75,80,78,70,78,76,78,80,76,80,79,78,79,84,78,78,79,75,80,78,81,50,80
NHL 24,Klára Jandusíková,Klára Jandusíková,,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/default_image.png,Czech,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/czech.png,13,LD/RD,"5'6""",171 Lbs,21,Left,Defensive Defenseman,7D,1RD,68,75,78,76,76,79,50,79,79,86,73,79,81,80,82,80,74,74,70,70,68,79,79,83,50,77
NHL 24,Daniela Pejšová,Daniela Pejšová,185,https://assets.leaguestat.com/pwhl/240x240/185.jpg,Czech,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/czech.png,4,LD,"5'8""",161 Lbs,21,Left,2 Way Defender,T4D,3LD,79,86,85,86,88,84,55,81,82,92,89,89,83,85,82,91,84,82,82,80,79,83,84,88,50,84
NHL 24,Andrea Trnková,Andrea Trnková,,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/default_image.png,Czech,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/czech.png,15,LD,"5'8""",137 Lbs,19,Left,2 Way Defender,T4D,2LD,73,79,82,80,83,82,55,79,77,82,79,85,80,82,81,82,80,78,77,77,76,80,80,84,50,80
NHL 24,Sára Cajanová,Sára Cajanová,,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/default_image.png,Czech,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/czech.png,24,LD,"5'6""",139 Lbs,20,Left,2 Way Defender,T4D,3RD,77,81,81,83,81,85,55,83,81,88,83,86,87,86,83,88,81,78,77,77,77,82,82,88,50,79
NHL 24,Tereza Rádová,Tereza Rádová,,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/default_image.png,Czech,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/czech.png,27,LD,"5'8""",161 Lbs,21,Left,2 Way Defender,7D,SD,72,76,77,74,78,80,55,81,80,84,79,83,82,82,81,86,77,80,78,74,77,82,80,86,50,84
NHL 24,Adéla Šapovalivová,Adéla Šapovalivová,,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/default_image.png,Czech,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/czech.png,3,C/LW,"5'8""",170 Lbs,17,Left,Sniper,ELITE,4C,78,88,88,85,87,78,78,79,80,80,85,84,87,88,84,84,86,87,82,85,80,87,80,85,50,79
NHL 24,Aneta Tejralová,Aneta Tejralová,62,https://assets.leaguestat.com/pwhl/240x240/62.jpg,Czech,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/czech.png,2,LD,"5'6""",170 Lbs,27,Left,2 Way Defender,T4D,1LD,79,85,83,84,85,88,55,80,82,93,85,89,83,81,81,90,80,81,77,79,77,81,82,87,50,81
NHL 24,Natalie Mlýnková,Natalie Mlýnková,274,https://assets.leaguestat.com/pwhl/240x240/274.jpg,Czech,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/czech.png,19,LW/C,"5'6""",139 Lbs,22,Left,Sniper,T6F,4RW,83,87,86,90,83,87,70,78,79,86,92,90,86,90,87,85,87,82,86,86,82,88,80,85,50,80
NHL 24,Adéla Šapovalivová (Duplicate),Adéla Šapovalivová (Duplicate),,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/default_image.png,Czech,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/czech.png,3,C/LW,"5'8""",170 Lbs,17,Left,Sniper,,,,88,88,85,87,78,78,79,80,80,85,84,87,88,84,84,86,87,82,85,80,87,80,85,50,79
NHL 24,Frederikke Foss,Frederikke Foss,,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/default_image.png,Denmark,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/den.png,29,LW,"5'8""",150 Lbs,18,Left,2 Way Forward,AT6F,1LW,62,75,78,76,74,68,68,75,75,79,65,76,78,77,76,78,78,78,79,76,76,75,76,78,50,76
NHL 24,Nicoline Jensen,Nicoline Jensen,,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/default_image.png,Denmark,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/den.png,14,RW,"5'6""",143 Lbs,30,Left,2 Way Forward,B6F,1RW,61,71,70,72,75,78,70,56,65,83,80,75,72,72,74,89,78,68,78,60,75,75,73,68,50,65
NHL 24,Mille Sørensen,Mille Sørensen,,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/default_image.png,Denmark,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/den.png,12,LW,"5'6""",132 Lbs,28,Left,2 Way Forward,B6F,2LW,63,72,72,78,72,76,60,65,70,87,79,79,70,70,73,64,77,70,75,68,72,75,70,78,50,76
NHL 24,Julie Oksbjerg,Julie Oksbjerg,,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/default_image.png,Denmark,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/den.png,22,RW,"5'10""",148 Lbs,23,Left,2 Way Forward,B6F,2RW,60,65,76,72,72,77,60,60,70,83,75,75,75,75,68,60,75,68,68,67,67,69,72,63,50,65
NHL 24,Maria Peters,Maria Peters,,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/default_image.png,Denmark,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/den.png,18,LW,"5'6""",132 Lbs,24,Left,2 Way Forward,B6F,3LW,60,70,74,71,73,76,65,67,70,83,77,70,74,75,77,70,74,62,65,65,71,68,72,80,50,68
NHL 24,Sarah Stauning,Sarah Stauning,,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/default_image.png,Denmark,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/den.png,21,LW,"5'8""",143 Lbs,18,Left,2 Way Forward,AT6F,3C,57,68,70,69,70,68,60,67,67,72,70,75,74,75,73,69,78,72,69,74,65,69,68,67,69,68
NHL 24,Lilli Friis-Hansen,Lilli Friis-Hansen,,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/default_image.png,Denmark,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/den.png,27,RW,"5'6""",121 Lbs,28,Right,2 Way Forward,B6F,3RW,58,70,74,75,75,75,62,60,75,75,72,70,70,70,67,73,70,70,70,70,70,70,70,63,50,65
NHL 24,Frida Kielstrup,Frida Kielstrup,,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/default_image.png,Denmark,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/den.png,13,LW,"5'6""",121 Lbs,18,Left,2 Way Forward,AT6F,4LW,55,63,69,68,67,65,60,63,67,69,68,75,72,72,73,74,78,70,70,72,71,70,68,80,50,68
NHL 24,Sofia Skriver,Sofia Skriver,,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/default_image.png,Denmark,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/den.png,17,C,"5'6""",132 Lbs,20,Left,2 Way Forward,B6F,2C,59,70,76,75,68,77,60,65,65,83,78,68,70,75,71,60,73,65,71,64,70,70,70,78,50,60
NHL 24,Olivia Ranum,Olivia Ranum,,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/default_image.png,Denmark,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/den.png,8,LW,"5'7""",123 Lbs,19,Left,2 Way Forward,AT6F,1C,62,76,75,75,78,68,67,66,69,78,75,73,72,78,79,74,80,70,71,72,71,68,69,75,50,72
NHL 24,Sara Knudsen,Sara Knudsen,,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/default_image.png,Denmark,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/den.png,7,RW,"5'8""",139 Lbs,24,Right,2 Way Forward,AB6F,4C,56,70,67,69,72,67,60,67,68,70,68,72,72,73,75,71,78,70,69,73,72,69,68,69,67,68
NHL 24,Sofie Skott,Sofie Skott,,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/default_image.png,Denmark,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/den.png,22,LD,"5'8""",137 Lbs,21,Left,Defensive Defenseman,7D,1LD,58,69,75,65,65,78,50,69,68,85,66,75,75,76,80,68,75,62,62,63,63,74,72,59,50,65
NHL 24,Emma Russell,Emma Russell,,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/default_image.png,Denmark,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/den.png,62,RW,"5'6""",165 Lbs,28,Right,2 Way Forward,B6F,4RW,62,75,78,74,72,78,60,65,65,86,78,80,78,76,75,55,75,70,67,70,56,75,76,80,50,68
NHL 24,Amalie Andersen,Amalie Andersen,,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/default_image.png,Denmark,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/den.png,11,LD,"5'8""",161 Lbs,29,Left,Defensive Defenseman,7D,3RD,58,65,76,66,65,78,50,75,75,83,60,65,71,71,71,88,71,62,61,62,57,69,74,62,50,70
NHL 24,Josephine Asperup,Josephine Asperup,,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/default_image.png,Denmark,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/den.png,19,LD,"5'6""",141 Lbs,21,Left,2 Way Defender,7D,2RD,56,65,74,67,65,76,55,72,70,75,62,70,67,70,68,91,67,60,60,65,65,65,76,60,50,66
NHL 24,Silke Glud,Silke Glud,,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/default_image.png,Denmark,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/den.png,4,LW,"5'8""",143 Lbs,27,Left,2 Way Forward,B6F,3LD,62,75,77,78,76,76,68,70,68,88,78,77,70,66,70,85,71,70,78,69,71,70,71,72,50,76
NHL 24,Lærke Søndergaard,Lærke Søndergaard,,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/default_image.png,Denmark,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/den.png,6,LD,"5'10""",172 Lbs,19,Left,Defensive Defenseman,AT2D,SD,54,68,70,65,67,70,50,70,69,67,68,70,70,69,70,70,75,69,67,67,70,68,67,75,50,75
NHL 24,Kristine Melberg,Kristine Melberg,,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/default_image.png,Denmark,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/den.png,2,LD,"5'7""",152 Lbs,22,Left,Defensive Defenseman,7D,SD,52,62,74,65,62,74,50,69,63,75,59,64,72,72,70,79,62,60,59,60,55,68,75,62,50,60
NHL 24,Amanda Refsgaard,Amanda Refsgaard,,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/default_image.png,Denmark,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/den.png,16,LD,"5'8""",139 Lbs,23,Left,Defensive Defenseman,7D,1RD,61,71,75,74,72,77,50,70,75,88,75,70,72,71,70,55,72,61,69,60,67,75,73,59,50,68
NHL 24,Silja Rasmussen,Silja Rasmussen,,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/default_image.png,Denmark,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/den.png,10,LD,"5'8""",153 Lbs,18,Left,Defensive Defenseman,AT2D,2LD,57,65,69,70,68,71,50,77,70,72,68,71,75,76,77,73,78,70,72,70,71,72,71,75,50,70
NHL 24,Sanni Vanhanen,Sanni Vanhanen,,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/default_image.png,Finland,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/fin.png,12,LW/C,"5'6""",135 Lbs,18,Left,2 Way Forward,ELITE,3LW,79,90,84,89,86,84,71,76,76,84,90,87,86,83,82,80,87,79,78,82,78,87,79,85,50,72
NHL 24,Viivi Vainikka,Viivi Vainikka,,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/default_image.png,Finland,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/fin.png,24,C/LW,"5'5""",148 Lbs,21,Left,2 Way Forward,T6F,1C,81,85,82,88,85,86,73,79,79,88,90,90,84,88,81,88,89,80,79,81,79,89,83,87,50,81
NHL 24,Susanna Tapani,Susanna Tapani,78,https://assets.leaguestat.com/pwhl/240x240/78.jpg,Finland,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/fin.png,77,C/LW,"5'10""",150 Lbs,30,Left,Power Forward,ELITE,2RW,89,94,93,92,92,90,88,85,87,88,91,92,91,92,92,92,92,85,80,91,81,90,90,85,50,90
NHL 24,Sofianna Sundelin,Sofianna Sundelin,,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/default_image.png,Finland,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/fin.png,94,LW/RW,"5'7""",121 Lbs,20,Left,2 Way Forward,T6F,1LW,74,78,79,81,80,84,74,81,83,85,83,85,81,81,82,84,85,75,74,76,74,85,81,85,50,80
NHL 24,Michelle Karvinen,Michelle Karvinen,252,https://assets.leaguestat.com/pwhl/240x240/252.jpg,Finland,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/fin.png,32,RW/LW,"5'6""",143 Lbs,35,Left,Power Forward,ELITE,4LW,89,93,92,93,92,91,78,86,84,94,91,93,92,91,86,93,91,81,80,85,81,92,90,86,50,91
NHL 24,Julia Liikala,Julia Liikala,,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/default_image.png,Finland,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/fin.png,91,RW,"5'6""",139 Lbs,22,Left,2 Way Forward,T9F,1RW,75,78,82,82,78,86,76,77,80,88,83,88,80,82,81,83,84,75,74,76,75,83,81,86,50,78
NHL 24,Anna-Kaisa Antti-Roiko,Anna-Kaisa Antti-Roiko,,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/default_image.png,Finland,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/fin.png,20,LW,"5'6""",133 Lbs,19,Left,2 Way Forward,T6F,2LW,75,77,78,80,81,85,75,84,84,85,84,86,82,80,80,84,84,73,75,78,74,80,80,86,50,78
NHL 24,Noora Tulus,Noora Tulus,231,https://assets.leaguestat.com/pwhl/240x240/231.jpg,Finland,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/fin.png,40,RW/LW,"5'5""",123 Lbs,28,Right,2 Way Forward,T6F,3RW,82,84,86,89,85,89,90,82,87,92,89,88,84,88,88,88,86,78,77,77,78,85,85,85,50,84
NHL 24,Jemina Nylund,Jemina Nylund,,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/default_image.png,Finland,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/fin.png,28,C,"5'7""",141 Lbs,24,Left,2 Way Forward,T9F,2C,75,75,77,83,82,83,78,76,83,86,87,83,84,80,76,82,84,78,74,76,74,84,77,85,50,80
NHL 24,Petra Nieminen,Petra Nieminen,,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/default_image.png,Finland,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/fin.png,16,C,"5'7""",160 Lbs,24,Left,Sniper,ELITE,3C,90,93,93,91,91,92,87,87,86,87,93,92,92,92,92,90,92,90,83,89,81,92,90,84,50,90
NHL 24,Jenni Hiirikoski,Jenni Hiirikoski,,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/default_image.png,Finland,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/fin.png,6,LD,"5'3""",137 Lbs,36,Left,2 Way Defender,ELITE,3LD,92,93,92,93,92,93,55,92,93,94,92,94,93,93,92,94,91,90,81,91,80,91,92,90,50,91
NHL 24,Ronja Savolainen,Ronja Savolainen,223,https://assets.leaguestat.com/pwhl/240x240/223.jpg,Finland,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/fin.png,88,LD,"5'10""",168 Lbs,25,Left,2 Way Defender,ELITE,1LD,85,87,87,89,88,88,60,88,89,79,86,88,89,90,88,91,90,79,81,79,80,92,90,85,50,90
NHL 24,Nelli Laitinen,Nelli Laitinen,,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/default_image.png,Finland,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/fin.png,6,LD,"5'7""",137 Lbs,21,Left,2 Way Defender,ELITE,3RD,87,87,84,87,87,91,55,88,85,86,90,92,89,89,90,91,88,89,83,85,81,89,89,88,50,88
NHL 24,Krista Parkkonen,Krista Parkkonen,,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/default_image.png,Finland,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/fin.png,14,LD,"5'8""",152 Lbs,21,Left,2 Way Defender,T4D,2LD,75,80,81,79,81,81,55,79,78,87,87,86,82,83,85,85,80,79,79,79,78,85,86,86,50,83
NHL 24,Sanni Rantala,Sanni Rantala,,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/default_image.png,Finland,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/fin.png,7,RD,"5'8""",139 Lbs,21,Right,2 Way Defender,T4D,1RD,78,80,81,85,81,83,55,82,83,89,89,87,84,84,82,88,83,80,82,81,80,83,83,87,50,84
NHL 24,Eve Savander,Eve Savander,,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/default_image.png,Finland,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/fin.png,8,RD,"5'6""",150 Lbs,25,Right,2 Way Defender,AT4D,2RD,64,76,74,78,74,75,50,69,74,78,70,79,79,79,78,80,82,74,76,75,76,72,70,79,50,79
NHL 24,Siiri Yrjölä,Siiri Yrjölä,,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/default_image.png,Finland,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/fin.png,5,LD,"5'9""",150 Lbs,18,Left,Defensive Defenseman,7D,SD,63,70,70,78,76,75,50,73,71,76,68,75,78,76,77,77,81,75,75,76,78,70,70,80,50,75
NHL 24,Elisa Holopainen,Elisa Holopainen,,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/default_image.png,Finland,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/fin.png,10,LW,"5'5""",128 Lbs,21,Left,Sniper,ELITE,4C,81,87,83,89,86,84,70,73,73,85,91,89,87,88,81,85,89,82,78,88,83,88,80,85,50,79
NHL 24,Emilia Vesa,Emilia Vesa,,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/default_image.png,Finland,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/fin.png,32,RW,"5'10""",146 Lbs,23,Right,2 Way Forward,T6F,4RW,74,77,80,74,81,85,70,81,78,89,85,84,81,84,81,82,80,78,77,78,76,76,78,85,50,84
NHL 24,Julia Schalin,Julia Schalin,,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/default_image.png,Finland,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/fin.png,22,LW,"5'6""",133 Lbs,18,Left,2 Way Forward,B6F,SLW,64,76,78,79,80,69,61,70,67,76,72,78,78,80,76,80,83,76,75,78,76,70,72,83,50,76
NHL 24,SHANA CASANOVA,Shana Casanova,,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/default_image.png,France,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/fra.png,27,LW,"5'6""",128 Lbs,18,Left,2 Way Forward,B6F,3LW,50,64,72,70,66,73,62,59,63,75,68,68,67,70,67,73,58,65,62,64,58,68,69,63,50,56
NHL 24,MARGOT DESVIGNES,Margot Desvignes,,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/default_image.png,France,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/fra.png,6,RW,"5'8""",168 Lbs,28,Right,2 Way Forward,B6F,4LW,56,71,73,73,70,71,68,65,65,88,73,75,67,66,70,95,71,69,68,67,66,65,71,72,50,68
